HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
00300,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,660,660.0,0.66,35.2,35.2,-0.1804560644581313,1.546542663478131,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00301,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,1048.1,1048.1,1.0480999999999998,29.1,29.1,0.02040272098387806,1.4638929889859074,unknown,acceptable,,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00302,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,326,326.0,0.326,14.7,14.7,-0.48678239993206096,1.167317334748176,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00304,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,998.7,998.7,0.9987,26.6,26.6,-0.0005649501236701673,1.424881636631067,wild,acceptable,972,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00305,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,791,791.0,0.791,28,28.0,-0.10182351650232342,1.4471580313422192,unknown,acceptable,972,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00306,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,superciliosa,Pacific black duck,981,981.0,0.981,27.2,27.2,-0.008330992620051499,1.4345689040341987,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00307,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,2681,2681.0,2.681,47,47.0,0.42829681398287955,1.6720978579357175,captivity,acceptable,445,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00308,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,3308.5,3308.5,3.3085,31,31.0,0.5196311389796143,1.4913616938342726,captivity,high,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00309,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,2645,2645.0,2.645,40.9,40.9,0.42242567637120454,1.6117233080073419,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00311,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,3348,3348.0,3.348,25.6,25.6,0.5247854493212224,1.4082399653118496,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00312,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,787,787.0,0.787,18.3,18.3,-0.10402526764093542,1.2624510897304295,wild,acceptable,576,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00313,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,1077.3,1077.3,1.0773,22.6,22.6,0.03233665984573551,1.354108439147401,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00315,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,737,737.0,0.737,20.4,20.4,-0.13253251214094852,1.3096301674258988,wild,acceptable,577,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00316,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,823,823.0,0.823,23.2,23.2,-0.08460016478773018,1.3654879848908996,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00317,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,701.5,701.5,0.7015,45.2,45.2,-0.15397232463562127,1.655138434811382,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00318,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,928.5,928.5,0.9285,22.1,22.1,-0.03221809192420079,1.3443922736851108,wild,acceptable,576,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00319,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,1208.8,1208.8,1.2087999999999999,29.5,29.5,0.08235445133096891,1.469822015978163,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00320,Animalia,Chordata,Aves,Anseriformes,Anatidae,Biziura,lobata,Musk duck,1697.5,1697.5,1.6975,6.2,6.2,0.2298097829525393,0.7923916894982539,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00321,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,1163.2,1163.2,1.1632,28.8,28.8,0.06565439351496262,1.4593924877592308,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00322,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,3200,3200.0,3.2,42,42.0,0.505149978319906,1.6232492903979006,unknown,acceptable,,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00323,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,1940.1,1940.1,1.9401,18.3,18.3,0.2878241156667792,1.2624510897304295,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00324,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,1687,1687.0,1.687,28.2,28.2,0.22711508258912524,1.4502491083193612,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00325,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,2150,2150.0,2.15,42,42.0,0.33243845991560533,1.6232492903979006,wild,acceptable,445,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,400,400.0,0.4,18.7,18.7,-0.3979400086720376,1.271841606536499,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00327,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,895.86,895.86,0.89586,20.9,20.9,-0.0477598541526708,1.320146286111054,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00328,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,957.15,957.15,0.95715,18,18.0,-0.019019996321927364,1.255272505103306,wild,acceptable,576,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00330,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae,Cape barren goose,3980,3980.0,3.98,29.1,29.1,0.5998830720736879,1.4638929889859074,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00331,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens,Snow goose,2806.65,2806.65,2.8066500000000003,27.5,27.5,0.4481882578264753,1.4393326938302626,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00332,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica,Emperor goose,2148,2148.0,2.148,12,12.0,0.33203427702751803,1.0791812460476249,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00333,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,rossii,Ross's goose,1715,1715.0,1.715,22.5,22.5,0.2342641243787893,1.3521825181113625,wild,acceptable,818,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00334,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,jubata,Maned duck,812.5,812.5,0.8125,9.1,9.1,-0.090176630349088,0.9590413923210935,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00335,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis,Oldsquaw,872,872.0,0.872,22.7,22.7,-0.059483515067432775,1.3560258571931227,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00336,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,atratus,Black swan,5650,5650.0,5.65,24.7,24.7,0.7520484478194386,1.3926969532596658,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00337,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,13000,13000.0,13.0,32.5,32.5,1.1139433523068367,1.5118833609788744,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00338,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra swan,6350,6350.0,6.35,24.1,24.1,0.8027737252919757,1.3820170425748683,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00339,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Whooper swan,9350,9350.0,9.35,26.7,26.7,0.9708116108725178,1.4265112613645752,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00340,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute swan,8300,8300.0,8.3,40,40.0,0.919078092376074,1.6020599913279625,wild,acceptable,1304,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00341,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Black-bellied whistling duck,828,828.0,0.828,8.2,8.2,-0.08196966321511988,0.9138138523837167,wild,acceptable,576,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00344,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling duck,610,610.0,0.61,12,12.0,-0.21467016498923297,1.0791812460476249,captivity,acceptable,448,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00345,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin duck,561.25,561.25,0.56125,14.6,14.6,-0.2508436459886204,1.1643528557844371,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00346,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded merganser,634.375,634.375,0.634375,15.7,15.7,-0.19765394040669304,1.1958996524092338,captivity,acceptable,986,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00348,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca,White-winged scoter,1360.8,1360.8,1.3608,21.4,21.4,0.1337943006045126,1.3304137733491908,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00349,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra,Black scoter,1052.2,1052.2,1.0522,16.8,16.8,0.0220982974611403,1.2253092817258628,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00350,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,Surf scoter,1097.5,1097.5,1.0975,9.5,9.5,0.04040452891415895,0.9777236052888477,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00351,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergellus,albellus,Smew,610,610.0,0.61,10,10.0,-0.21467016498923297,1.0,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00352,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,merganser,Common merganser,1445,1445.0,1.445,14.8,14.8,0.15986784709256668,1.1702617153949575,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00353,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Red-breasted merganser,1020.6,1020.6,1.0206,21.3,21.3,0.00885556399621263,1.3283796034387378,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00354,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,rufina,Red-crested pochard,1118,1118.0,1.118,12.9,12.9,0.04844180355040453,1.110589710299249,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00355,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,australis,Blue-billed duck,798,798.0,0.798,16,16.0,-0.09799710864927054,1.2041199826559248,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00356,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy duck,542,542.0,0.542,20,20.0,-0.2660007134616131,1.3010299956639813,captivity,acceptable,"Sarah Shannon, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00357,Animalia,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,gambensis,Spur-winged goose,3869,3869.0,3.869,11.3,11.3,0.587598729721245,1.0530784434834197,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00358,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,stelleri,Steller's eider,907.2,907.2,0.9072,23,23.0,-0.04229695845116863,1.3617278360175928,wild,acceptable,818,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00360,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima,Common eider,2130,2130.0,2.13,37.8,37.8,0.3283796034387377,1.5774917998372253,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00362,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna,Common shelduck,1152,1152.0,1.152,24.8,24.8,0.06145247908719321,1.3944516808262164,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00363,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadornoides,Australian shelduck,1364,1364.0,1.364,13.1,13.1,0.13481437032046015,1.1172712956557642,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00364,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,semipalmata,Magpie goose,2071,2071.0,2.071,24.8,24.8,0.3161800988934526,1.3944516808262164,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00365,Animalia,Chordata,Aves,Apodiformes,Aegothelidae,Aegotheles,cristatus,Australian owlet-nightjar,44.125,44.125,0.044125,5.9,5.9,-1.355315281604121,0.7708520116421442,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00366,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,terraereginae,Australian swiftlet,11.875,11.875,0.011875,9.3,9.3,-1.9253663817030957,0.9684829485539351,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00367,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis,White-throated swift,31,31.0,0.031,10,10.0,-1.5086383061657274,1.0,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00368,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus,Common swift,37.6,37.6,0.0376,21.1,21.1,-1.424812155072339,1.3242824552976926,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00369,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,melba,Alpine swift,102.7,102.7,0.1027,26,26.0,-0.9884295564027218,1.414973347970818,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00370,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica,Chimney swift,22.8,22.8,0.0228,15,15.0,-1.6420651529995463,1.1760912590556813,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00372,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Black swift,45,45.0,0.045,16.1,16.1,-1.3467874862246563,1.2068258760318498,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00373,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,violiceps,Violet-crowned hummingbird,5.1,5.1,0.0050999999999999995,6.1,6.1,-2.2924298239020637,0.785329835010767,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00374,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis,Buff-bellied hummingbird,3.9,3.9,0.0039,11.2,11.2,-2.408935392973501,1.0492180226701815,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00375,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,alexandri,Black-chinned hummingbird,3,3.0,0.003,11.2,11.2,-2.5228787452803374,1.0492180226701815,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00376,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,colubris,Ruby-throated hummingbird,3.1,3.1,0.0031,9.1,9.1,-2.5086383061657274,0.9590413923210935,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00377,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,lucifer,Lucifer hummingbird,3.3,3.3,0.0033,4.1,4.1,-2.4814860601221125,0.6127838567197355,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00378,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,anna,Anna's hummingbird,4.4,4.4,0.0044,8.5,8.5,-2.3565473235138126,0.9294189257142927,wild,acceptable,577,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00379,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,costae,Costa's hummingbird,3.1,3.1,0.0031,6,6.0,-2.5086383061657274,0.7781512503836436,unknown,acceptable,,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00380,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,Broad-billed hummingbird,3.3,3.3,0.0033,8.8,8.8,-2.4814860601221125,0.9444826721501687,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00381,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eugenes,fulgens,Magnificent hummingbird,8.1,8.1,0.0081,11,11.0,-2.0915149811213505,1.041392685158225,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00382,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,clemenciae,Blue-throated hummingbird,7.6,7.6,0.0076,12,12.0,-2.1191864077192086,1.0791812460476249,unknown,acceptable,444,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00383,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lamprolaima,rhami,Garnet-throated hummingbird,7.8,7.8,0.0078,8,8.0,-2.1079053973095196,0.9030899869919435,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00384,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,platycercus,Broad-tailed hummingbird,4.2,4.2,0.004200000000000001,14,14.0,-2.376750709602099,1.146128035678238,unknown,acceptable,,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00385,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,rufus,Rufous hummingbird,3.5,3.5,0.0035,8.9,8.9,-2.4559319556497243,0.9493900066449128,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00387,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope,Calliope hummingbird,2.6,2.6,0.0026,7,7.0,-2.585026652029182,0.8450980400142568,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00388,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,australis,Brown kiwi,2600,2600.0,2.6,35,35.0,0.414973347970818,1.5440680443502757,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00389,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis,Great hornbill,2798.5,2798.5,2.7985,33.4,33.4,0.4469253112427487,1.5237464668115646,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00390,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,subcylindricus,Grey-cheeked hornbill,1250,1250.0,1.25,31.8,31.8,0.09691001300805642,1.5024271199844328,captivity,acceptable,972,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00391,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Ceratogymna,atrata,Black-casqued hornbill,1203.5,1203.5,1.2035,19.3,19.3,0.0804460946110488,1.2855573090077739,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00392,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,leadbeateri,Southern ground hornbill,3767.5,3767.5,3.7675,70,70.0,0.5760532609866694,1.845098040014257,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00393,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops,Eurasian hoopoe,67.1,67.1,0.06709999999999999,11.1,11.1,-1.173277479831008,1.0453229787866574,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00394,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,carolinensis,Chuck-will's-widow,115,115.0,0.115,14.8,14.8,-0.9393021596463883,1.1702617153949575,wild,acceptable,445,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00395,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus,Eurasian nightjar,67,67.0,0.067,11.9,11.9,-1.1739251972991736,1.0755469613925308,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00396,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,ruficollis,Red-necked nightjar,68.5,68.5,0.0685,13.2,13.2,-1.1643094285075744,1.1205739312058498,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00397,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,vociferus,Whip-poor-will,54,54.0,0.054,15,15.0,-1.2676062401770314,1.1760912590556813,wild,acceptable,445,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00398,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Common nighthawk,79.3,79.3,0.0793,10,10.0,-1.1007268126823961,1.0,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00401,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus,strigoides,Tawny frogmouth,349,349.0,0.349,17.9,17.9,-0.4571745730408201,1.252853030979893,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00402,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,bennetti,Dwarf cassowary,35000,35000.0,35.0,26,26.0,1.5440680443502757,1.414973347970818,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00404,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,unappendiculatus,Northern cassowary,47300,47300.0,47.3,22,22.0,1.6748611407378116,1.3424226808222062,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00405,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,Emu,38925,38925.0,38.925,16.6,16.6,1.590228621240158,1.2201080880400552,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00406,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,cristatella,Crested auklet,289,289.0,0.289,10.8,10.8,-0.5391021572434522,1.0334237554869496,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00407,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pusilla,Least auklet,96,96.0,0.096,8.1,8.1,-1.0177287669604316,0.9084850188786497,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00408,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pygmaea,Whiskered auklet,120,120.0,0.12,15,15.0,-0.9208187539523752,1.1760912590556813,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00409,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda,Razorbill,726,726.0,0.726,42,42.0,-0.1390633792999063,1.6232492903979006,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00410,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus,Marbled murrelet,222,222.0,0.222,10,10.0,-0.6536470255493614,1.0,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
00411,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Pigeon guillemot,483.8,483.8,0.4838,15.2,15.2,-0.3153341359741391,1.1818435879447726,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
