HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
01421,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,borealis,Red-cockaded woodpecker,56,16.1,wild,acceptable,427
01422,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,nuttallii,Nuttall's woodpecker,37.4,7.8,wild,acceptable,0427
01423,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,pubescens,Downy woodpecker,25.6,11.9,wild,acceptable,427
01425,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,tridactylus,"Eurasian three-toed woodpecker, or Three-toed woodpecker",65.7,11.2,wild,acceptable,450
01426,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,villosus,Hairy woodpecker,62,15.9,wild,acceptable,427
01428,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,viridis,Eurasian green woodpecker,176,15.2,wild,acceptable,450
01429,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,nuchalis,Red-naped sapsucker,48.5,4.9,wild,acceptable,0427
01430,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,Red-breasted sapsucker,55,4.8,wild,acceptable,0427
01431,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied sapsucker,45,7.8,wild,acceptable,427
01432,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,toco,Toco toucan,540,16.2,captivity,acceptable,986
01433,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western grebe,1475.5,14,wild,acceptable,1
01435,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Great crested grebe,738.7,19.2,wild,acceptable,450
01437,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Eared grebe,392,13.1,wild,acceptable,450
01439,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,174,17.5,wild,acceptable,450
01440,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,antipodensis,Antipodean albatross,7790,30.3,wild,acceptable,1305
01441,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,epomophora,Royal albatross,9000,58,wild,acceptable,1
01442,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,Wandering albatross,7046.7,50,wild,acceptable,952
01444,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross,3150,70,wild,acceptable,718
01445,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,irrorata,Waved albatross,3395,40,wild,acceptable,1
01446,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross,2800,42.1,wild,acceptable,427
01447,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,palpebrata,Light-mantled albatross,2825,28.1,wild,acceptable,1305
01448,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,carteri,Indian yellow-nosed albatross,2115,27.7,wild,acceptable,1305
01449,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,cauta,Shy albatross,4012.5,30.9,wild,acceptable,1305
01450,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,Yellow-nosed albatross,3890,37,wild,acceptable,1
01451,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Grey-headed albatross,3753,47.2,wild,acceptable,427
01452,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,impavida,Campbell albatross,3440,34.2,wild,acceptable,1305
01453,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,melanophris,Black-browed albatross,3232,43.7,wild,acceptable,427
01454,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel,25.2,33.8,wild,acceptable,553
01455,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourt's storm petrel,42,36,wild,acceptable,972
01457,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa,Ashy storm-petrel,36.9,31,wild,acceptable,977
01458,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leach's storm petrel,44.6,36,wild,acceptable,1
01460,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,marina,White-faced storm-petrel,47.2,19.8,wild,acceptable,1305
01461,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwer's petrel,99,22.9,wild,acceptable,818
01462,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,diomedea,Cory's shearwater,535,24.8,wild,acceptable,450
01463,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel,408.6,28.5,wild,acceptable,1305
01464,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar,908,51,wild,acceptable,"Paul Thompson, pers. comm."
01465,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar,795,45,wild,acceptable,919
01466,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giganteus,Southern giant petrel,3697.5,47,wild,acceptable,1157
01467,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,halli,Northern giant petrel,4313,35.4,wild,acceptable,1305
01468,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,turtur,Fairy prion,138.05,16.5,wild,acceptable,1305
01469,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel,268,46,wild,acceptable,919
01470,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Black petrel,702.5,17,wild,acceptable,1
01471,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,alba,Phoenix petrel,259,11.3,wild,acceptable,576
01472,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,arminjoniana,Trindade petrel,383.75,21.8,wild,acceptable,1305
01473,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,"Bonin petrel, or Bonin Island petrel",168.6,30.8,wild,acceptable,427
01474,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,Gould's petrel,147.5,32.7,wild,acceptable,1305
01475,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,macroptera,Great-winged petrel,578.5,14.9,wild,acceptable,1305
01477,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,sandwichensis,Hawaiian petrel,434,13.1,wild,acceptable,0427
01478,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,solandri,Providence petrel,471,16.6,wild,acceptable,1305
01479,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,carneipes,Flesh-footed shearwater,690,30.2,wild,acceptable,972
01480,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,griseus,Sooty shearwater,740,34,unknown,acceptable,952
01484,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Wedge-tailed shearwater,337.8,29,wild,acceptable,427
01485,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,puffinus,Manx shearwater,434,50.9,wild,acceptable,450
01486,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,Short-tailed shearwater,499.4,39.9,wild,acceptable,972
01487,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Thalassoica,antarctica,Antarctic petrel,687.5,15,wild,acceptable,1305
01490,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,lilianae,Nyasa loverbird,37.3,19.2,captivity,acceptable,669
01491,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,pullarius,Red-headed lovebird,43,18,captivity,acceptable,575
01493,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,taranta,Black-winged lovebird,57.5,14.6,captivity,acceptable,669
01494,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,scapularis,Australian king parrot,232.5,26.6,captivity,acceptable,669
01495,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aestiva,Blue-fronted amazon,451,49,captivity,acceptable,669
01496,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,albifrons,White-fronted parrot,215,25.3,captivity,acceptable,669
01497,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged amazon,370,30,captivity,acceptable,575
01498,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped parrot,432.16,49,captivity,acceptable,575
01499,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Red-lored parrot,416,27,captivity,acceptable,669
01502,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive amazon,430,24.5,captivity,acceptable,669
01503,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned parrot,302,25.8,captivity,acceptable,669
01504,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,guildingii,St. Vincent parrot,646,28,captivity,acceptable,669
01506,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned parrot,430,56,captivity,acceptable,669
01508,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,rhodocorytha,Red-browed parrot,511.5,44,captivity,acceptable,669
01513,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw,1330,38.8,captivity,acceptable,669
01514,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,leari,Lear's macaw,940,38.3,captivity,acceptable,669
01515,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Red-winged parrot,136,24.4,captivity,acceptable,669
01516,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Great green macaw,1300,29,captivity,acceptable,669
01517,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Blue-and-yellow macaw,1030,43,captivity,acceptable,575
01518,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red-and-green macaw,1220,50.1,captivity,acceptable,669
01519,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,glaucogularis,Blue-throated macaw,784,22,captivity,acceptable,669
01520,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,macao,Scarlet macaw,1040,33,captivity,acceptable,669
01521,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Military macaw,1134,46,captivity,acceptable,669
01522,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,rubrogenys,Red-fronted macaw,470,23,captivity,acceptable,669
01523,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,severus,Chestnut-fronted macaw,343,28.5,captivity,acceptable,669
01524,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Blue-crowned parakeet,171,31,captivity,acceptable,669
01525,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,auricapillus,Golden-capped parakeet,130,20.9,captivity,acceptable,669
01526,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,canicularis,Orange-fronted parakeet,85,16.2,captivity,acceptable,669
01528,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Red-masked parakeet,151,26.2,captivity,acceptable,669
01529,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,holochlora,Green parakeet,138,21.8,captivity,acceptable,669
01530,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Port Lincoln ringneck,150,17.9,captivity,acceptable,669
01531,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,orbygnesius,Andean parakeet,43.1,9.2,captivity,acceptable,669
01532,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet,61.6,19,captivity,acceptable,669
01533,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,pyrrhoptera,Grey-cheeked parakeet,64,11.3,captivity,acceptable,669
01534,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Tui parakeet,59,13.2,captivity,acceptable,669
01535,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,Plain parakeet,63,11,captivity,acceptable,669
01536,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet,71.6,10.3,captivity,acceptable,669
01537,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo,570,26.9,captivity,acceptable,669
01538,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ducorpsii,Ducorps's cockatoo,394,30.5,captivity,acceptable,669
01539,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,800,57,captivity,acceptable,669
01542,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,leadbeateri,Pink cockatoo,390,83,captivity,acceptable,852
01543,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,moluccensis,Salmon-crested cockatoo,830,65.8,captivity,acceptable,669
01544,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ophthalmica,Blue-eyed cockatoo,492,31.9,captivity,acceptable,669
01545,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,pastinator,Western corella,637,26.3,captivity,acceptable,669
01546,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sanguinea,Little corella,350,46.9,captivity,acceptable,669
01547,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo,340,49.7,captivity,acceptable,669
01548,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed corella,567,43,captivity,acceptable,669
01549,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo,256,27.5,captivity,acceptable,669
01550,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian cockatoo,723.7,45.4,captivity,acceptable,669
01551,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed black cockatoo,620,47,captivity,acceptable,669
01552,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed black cockatoo,678.5,41,captivity,acceptable,669
01554,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,latirostris,Short-billed black cockatoo,622.925,34.4,wild,acceptable,1305
01555,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black lory,260,17.5,captivity,acceptable,669
01556,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked lory,190,19.7,captivity,acceptable,669
01557,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan lorikeet,83,11.3,captivity,acceptable,669
01558,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet,100,30,captivity,acceptable,445
01559,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black parrot,193.5,34.1,captivity,acceptable,669
01560,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa parrot,525,53.9,captivity,acceptable,669
01561,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian conure,278,19.5,captivity,acceptable,669
01562,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's macaw,200,27,captivity,acceptable,669
01563,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted parakeet,46,9.3,captivity,acceptable,669
01564,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted parakeet,92.6,12.4,captivity,acceptable,669
01565,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Red-fan parrot,246,21.8,captivity,acceptable,575
01566,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered macaw,151,22.9,captivity,acceptable,669
01567,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus parrot,440,28.5,captivity,acceptable,669
01568,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed parakeet,193,15.3,captivity,acceptable,669
01569,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah,300,40,captivity,acceptable,575
01570,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,bornea,Red lory,156,24.7,captivity,acceptable,669
01571,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged lory,167,18.1,captivity,acceptable,669
01575,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned parakeet,130,19.7,captivity,acceptable,575
01576,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific parrotlet,26.2,10.4,captivity,acceptable,669
01577,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican parrotlet,33.5,10.5,captivity,acceptable,669
01578,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped parrotlet,24,11.6,captivity,acceptable,669
01579,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthops,Yellow-faced parrotlet,27.05,10.5,captivity,acceptable,669
01580,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk lorikeet,70.8,21.3,wild,acceptable,1305
01581,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned lorikeet,44,12,captivity,acceptable,669
01582,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed parrot,159,13.2,captivity,acceptable,669
01583,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden conure,250,23.2,captivity,acceptable,669
01584,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot,28,14.3,captivity,acceptable,669
01585,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi,34.9,10.1,captivity,acceptable,669
01586,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal hanging parrot,35.7,10.1,captivity,acceptable,669
01587,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped lory,182,26,captivity,acceptable,669
01588,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,garrulus,Chattering lory,143,26.6,captivity,acceptable,669
01589,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,Black-capped lory,177,18.5,captivity,acceptable,669
01590,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar,30,21,captivity,high,669
01591,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk parakeet,81.7,22.1,captivity,acceptable,669
01592,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,nenday,Nanday parakeet,128,18.7,captivity,acceptable,669
01594,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,chrysostoma,Blue-winged parrot,46.1,21,captivity,acceptable,669
01596,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,pulchella,Turquoise parrot,41.4,21,captivity,acceptable,669
01597,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,splendida,Scarlet-chested parrot,38.6,14,captivity,acceptable,669
01598,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,bourkii,Bourke's parrot,45,12.6,captivity,acceptable,669
01600,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,notabilis,Kea,867.5,47,captivity,acceptable,669
01601,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,haematogaster,Bluebonnet,86.2,15.3,captivity,acceptable,669
01602,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,hollandicus,Cockatiel,90,35,captivity,acceptable,669
01603,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pezoporus,wallicus,Ground parrot,75.7,7.4,wild,acceptable,1305
01605,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,White-bellied parrot,155,26,captivity,acceptable,669
01606,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Black-headed parrot,149,22.6,captivity,acceptable,669
01607,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,pileata,Pileated parrot,119,16.8,captivity,acceptable,669
01608,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,Scaly-headed parrot,293,16.2,captivity,acceptable,669
01609,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Blue-headed parrot,251,20.6,captivity,acceptable,669
01612,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson rosella,124.5,26.8,captivity,acceptable,669
01613,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,eximius,Eastern rosella,104,27.4,captivity,acceptable,669
01615,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,venustus,Northern rosella,89.5,19.1,captivity,acceptable,669
01616,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,Brown-headed parrot,140,32.1,captivity,acceptable,669
01617,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,gulielmi,Red-fronted parrot,275,21,captivity,acceptable,669
01618,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,meyeri,Brown parrot,117.5,34.2,captivity,acceptable,575
